"","tran_wk","avg_shelf_price","discount_percent","seas_index","tv_reach","radio_reach","flyer","display","email","paid_search","web","NEWYEAR","CARNIVAL","LIBERTY","LABOR","PORTUGAL","ASSUMPTION","XMAS","REPUBLIC","substitute_avg_price","sum_rows","weekly_qty","yhat"
"15",2016-04-10,-357.518338354145,-10.2555759935714,-6.26007552232923,0,0,0,0,0,2.43161232885322,0,0,0,0,0,0,0,0,0,-64.2582638763643,-435.860641417557,120,100.996602930283
"16",2016-04-17,-454.653871799931,24.5060012247992,-4.84781813436626,0,0,-5.202882957778,0,0,5.02791676759057,0,0,0,0,0,0,0,0,0,-96.2830164970269,-531.453671396712,147,128.436758719236
"17",2016-04-24,-452.863942338925,24.4095234066514,-1.9660189059677,0,0,0,0,0,0.811237228086767,0,0,0,-10.6017497339691,0,0,0,0,0,-85.4703821315273,-525.681332475651,136,127.931115299996
"18",2016-05-01,-579.589639486359,31.2400823925763,1.42078710220866,0,0,-6.63259953302509,0,0,2.87138356883463,0,0,0,0,20.516915092285,0,0,0,0,-99.2984631529645,-629.471534016444,163,163.730299685287
"19",2016-05-08,-428.854311574758,-12.3018808007802,4.2759420416288,0,0,0,0,0,7.98641878730992,0,0,0,0,0,0,0,0,0,-68.9200340913646,-497.813865637964,113,121.148550925943
"20",2016-05-15,-435.205418404421,-12.4840651861596,7.29875927291258,0,0,0,0,0,10.8889595035473,0,0,0,0,0,0,0,0,0,-76.8336223797003,-506.335387193821,122,122.942697255881
"21",2016-05-22,-417.159912246217,-11.9664216420553,9.74888957147847,0,0,0,0,0,1.29557965010071,0,0,0,0,0,0,0,0,0,-70.9497874486867,-489.03165211538,117,117.844959253052
"22",2016-05-29,-464.052952508407,-13.3115698103769,15.0581200844447,0,0,0,0,0,7.20062205727582,0,0,0,0,0,0,0,0,0,-73.6535190264578,-528.759299203521,138,131.091937825834
"23",2016-06-05,-789.32447229809,90.4314566378575,33.002712877354,-23.1887223342016,7.39599329513908,-9.03272379231825,-16.8529635827965,0,14.918116317047,0,0,0,0,0,5.16062431600861,0,0,0,-119.144175389999,-806.634153953999,207,222.979024457422
"24",2016-06-12,-461.527735322923,-13.2391328079417,23.3585271322091,-12.7756182393045,3.85167732933162,0,0,0,9.38977995379442,0,0,0,0,0,0,0,0,0,-80.6374476570808,-531.579949611915,120,130.378580411585
"25",2016-06-19,-452.374138282204,-12.9765577173945,26.1588438450907,-11.774391896126,3.33588751272633,0,0,0,1.40217773929551,0,0,0,0,0,0,0,0,0,-76.9258439973664,-523.154022795978,149,127.792748842885
"26",2016-06-26,-471.898046312092,-13.5366098909803,30.4059280691051,-11.5265550030578,3.05336193078261,0,0,0,4.30237025220291,0,0,0,0,0,0,0,0,0,-82.6722664203377,-541.871817374377,145,133.308125749198
"27",2016-07-03,-578.608784941273,31.1872139927361,41.2930977430506,-13.2391246152911,3.26486813478752,-6.62137501320194,0,0,10.6694574895987,-21.4011916014482,0,0,0,0,0,0,0,0,-104.260766435601,-637.716605246642,125,163.45321466224
"28",2016-07-10,-492.623147977691,-14.131118849834,37.6114861952851,-10.5409567046781,2.41116834816034,0,0,0,10.894181496624,-8.83025475151416,0,0,0,0,0,0,0,0,-87.3490546835745,-562.557696927222,143,139.162832037123
"29",2016-07-17,-470.527637460136,-13.4972990903422,36.8829004109332,-9.40074992232218,1.98849688681142,0,0,0,7.50744926875284,-17.4035589938082,0,0,0,0,0,0,0,0,-77.7084363696378,-542.158835269749,127,132.920994170689
"30",2016-07-24,-675.355366992899,36.401888287417,52.5578519687847,-12.5803672201779,2.45455693842902,-7.72850545726243,0,0,10.560092018897,-18.443662946846,0,0,0,0,0,0,0,0,-92.9326804856846,-705.066193889342,166,190.783494214645
"31",2016-07-31,-484.453161717785,-13.8967590814915,36.7498561168663,-8.4026287023901,1.50908341465018,0,0,0,10.8457522494922,-17.9186268955491,0,0,0,0,0,0,0,0,-77.3608588515693,-552.927343467776,153,136.854864110117
"32",2016-08-07,-605.734110712955,32.649278450589,43.6698701935156,-9.77037158745856,1.61249627459475,0,-12.9331032635814,0,2.76483482605482,0,0,0,0,0,0,0,0,0,-111.38953996806,-659.130645787301,175,171.115942590908
"33",2016-08-14,-645.989346615763,-15.5375289632258,36.3035896182558,-8.11558354938072,1.22917353159295,0,0,0,11.4079847677751,0,0,0,0,0,0,31.3084430002765,0,0,-100.889418092408,-690.282686302877,135,153.013116396421
"34",2016-08-21,-481.140824223593,-11.5725430007919,23.8229159873286,-5.60893817740482,0.778786590048995,0,0,0,3.11207421582061,0,0,0,0,0,0,0,0,0,-71.7695527586453,-542.378081367237,134,113.966054278887
"35",2016-08-28,-491.129824436296,-11.8128014213551,20.4677856038906,-5.30760267279035,0.675027660186672,0,0,0,7.22222629737419,0,0,0,0,0,0,0,0,0,-68.9974567986688,-548.882645767659,107,116.332111954973
"36",2016-09-04,-455.76781671267,-10.96226383574,15.4228572966121,-4.56197030976779,0.531113235317974,0,0,0,3.98389662061079,0,0,0,0,0,0,0,0,0,-65.9686293838593,-517.322813089496,104,107.956043476177
"37",2016-09-11,-424.805005435,-10.217537038727,11.0354053362473,-3.93504017261117,0.419171552965693,0,0,0,3.46139406387417,0,0,0,0,0,0,0,0,0,-66.7644544069434,-490.806066100194,107,100.621996450772
"38",2016-09-18,-449.604958000141,-10.8140329148373,7.95025602888944,-3.85135977700318,0.375248324113642,0,0,0,8.67473539316278,0,0,0,0,0,0,0,0,0,-63.1774748721462,-510.447585817962,110,106.496269839886
"39",2016-09-25,-398.262605380938,-9.5791312944929,3.93043479410625,-3.15264574124785,0.280894236834669,0,0,0,2.99530040887595,0,0,0,0,0,0,0,0,0,-61.4153989648683,-465.20315194173,92,94.3349959449756
"40",2016-10-02,-753.771113881687,67.7315987942896,0.870667042301733,-16.2850849667248,7.61747809033884,-7.23265107976854,0,0,2.48580306647,0,0,0,0,0,0,0,0,26.5733304681686,-112.565172870572,-784.575145337184,188,178.542986488663
"41",2016-10-09,-379.182247665642,-9.12020482429143,-2.57896363093496,-7.68561285708337,3.49748188542343,0,0,0,4.45985363580566,0,0,0,0,0,0,0,0,0,-56.1771351710578,-446.78682862778,134,89.8155019141978
"42",2016-10-16,-375.431191274225,-9.02998329412277,-5.17976922332888,-7.12626964294547,3.12805760904598,0,0,0,6.67553154687164,0,0,0,0,0,0,0,0,0,-57.0521961595134,-444.015820438218,91,88.9270030074646
"43",2016-10-23,-339.299723845433,-8.16093843355385,-7.01904414192154,-6.02134624570481,2.52970725989925,0,0,0,0.421684534233663,0,0,0,0,0,0,0,0,0,-51.8671357045112,-409.416796576991,104,80.3686754433668
"44",2016-10-30,-434.71245280287,17.8300271643304,-11.2787119551577,-7.20144814352177,2.87578729224442,-4.17119127179372,0,0,3.02186881564651,0,0,0,0,0,0,0,0,0,-67.2421800501391,-500.878300951261,69,102.968737004983
"45",2016-11-06,-339.773549276815,-8.17233502453817,-9.67217937985019,-5.24679696498585,1.97948318331163,0,0,0,2.91534884031893,0,0,0,0,0,0,0,0,0,-52.2702206752277,-410.240249297786,95,80.4809087274967
"46",2016-11-13,-355.533779017788,-8.55140478373826,-10.6092407301483,-5.11091503067961,1.81210843075772,0,0,0,7.23249269629346,0,0,0,0,0,0,0,0,0,-55.1790999877051,-425.939838423008,82,84.2139762779501
"47",2016-11-20,-349.870059951893,-8.41517931889597,-11.081130112989,-4.67635862264147,1.55113536289846,0,0,0,6.54819985055313,0,0,0,0,0,0,0,0,0,-54.698037108094,-420.641429901062,79,82.8724320106855
"48",2016-11-27,-422.007002405463,17.308904467568,-14.1286527399932,-5.23859908513899,1.61931996731127,-4.04927881343147,0,0,3.26957674230606,0,0,0,0,0,0,0,0,0,-66.8363774716148,-490.062109338456,104,99.9592437823591
"49",2016-12-04,-354.598563006506,-8.5289106885364,-12.4060859228346,-4.08391313330834,1.17259485767553,0,0,0,7.666924002703,0,0,0,0,0,0,0,0,0,-54.0910931252208,-424.869047016028,93,83.9924551071447
"50",2016-12-11,-322.63222897419,-7.76004686210138,-11.8904936115383,-3.44410553314243,0.916026635102213,0,0,0,0.884981202393917,0,0,0,0,0,0,0,0,0,-49.8380998063497,-393.763966949826,77,76.420707344309
"51",2016-12-18,-459.311122750004,18.8389583567447,-18.7454716749448,-4.5407024619021,1.11614133388152,0,0,4.82669917904299,3.31029741418939,0,0,0,0,0,0,0,0,0,-68.3396271670333,-522.844827770026,123,108.795333321991
"52",2016-12-25,-466.940896506299,19.1518987210139,-22.7447595236717,-4.2714387670044,0.968523063041829,-4.48043247758956,0,4.90687712575871,4.49335791857963,0,0,0,0,0,0,0,7.80427454237577,0,-69.6546257403801,-530.767221644175,80,110.602569719877
"53",2017-01-01,-536.167414613354,21.9912714842794,-30.270265230637,-4.53509085935414,0.94707125769051,-5.1446808703904,0,5.6343482484147,0.980535343703025,0,36.5264245550223,0,0,0,0,0,0,0,-94.7048008841804,-604.742601568806,127,126.999999999999
"54",2017-01-08,-302.498339619446,-7.2757805338243,-18.35087250593,-2.36420500573089,0.454138239890185,0,0,0,1.80605628874869,0,0,0,0,0,0,0,0,0,-46.8260167395789,-375.055019875871,103,71.651667155814
"55",2017-01-15,-310.742964851054,-7.4740827256455,-19.644492126395,-2.24268036497415,0.395846536486971,0,0,0,4.46589390064713,0,0,0,0,0,0,0,0,0,-48.4814703998068,-383.723950030741,74,73.6045411572476
"56",2017-01-22,-321.704338063144,-7.73772895240111,-20.9425795657327,-2.14277485203459,0.347240904184986,0,0,0,6.36105926950174,0,0,0,0,0,0,0,0,0,-48.3245153874567,-394.143636647082,77,76.2009212430073
"57",2017-01-29,-416.303440930027,17.0749690111881,-27.210893236528,-2.55772152269729,0.380289580111494,0,0,0,7.05014320478936,0,0,0,0,0,0,0,0,0,-65.2374221568095,-486.804076049973,105,98.6082621903451
"58",2017-02-05,-302.640276938138,-7.27919445266319,-19.1925992360128,-1.71428312294132,0.233734993634258,0,0,0,1.49073996951184,0,0,0,0,0,0,0,0,0,-45.8500235345642,-374.951902321173,75,71.685287325527
"59",2017-02-12,-315.007074060528,-7.57664435563467,-18.4584979750306,-1.6443526618155,0.205513349778315,0,0,0,1.56619728138389,0,0,0,0,0,0,0,0,0,-45.0205135655972,-385.935371987444,53,74.6145649946597
"60",2017-02-19,-333.11134124503,-8.01209360446649,-18.0956042891952,-1.60178831386493,0.18345082678411,0,0,0,4.51927751283191,0,0,0,0,0,0,0,0,0,-47.3209491332175,-403.439048246158,69,78.9028560577969
"61",2017-02-26,-560.444100004328,50.3598164337166,-27.9350496262913,-8.61116495302699,5.64239441617907,-5.37762266342625,0,0,5.60285718922955,0,0,0.857897011755455,0,0,0,0,0,0,-83.5212713659539,-623.426243562146,123,132.750329021536
"62",2017-03-05,-337.822882103534,-8.12541699429318,-15.6047380464918,-4.83162229788938,3.10277740478548,0,0,0,6.89753521216913,-2.49966287158657,0,0,0,0,0,0,0,0,-49.7124394518402,-408.596449148681,83,80.0188613813608
"63",2017-03-12,-316.195193480957,-7.6052213592701,-13.1417998641899,-4.20442506370843,2.62219760853618,0,0,0,1.49266713627046,-4.75235137129999,0,0,0,0,0,0,0,0,-44.361772307614,-386.145898702233,64,74.8959904641715
"64",2017-03-19,-321.070604254036,-7.72248619729135,-11.678158924932,-3.96472772021794,2.38167795824889,0,0,0,6.87924804249333,-9.95745468881228,0,0,0,0,0,0,0,0,-47.079100952165,-392.211606736712,79,76.0508110506251
"65",2017-03-26,-311.820596652971,-7.50000224803654,-9.84470691353998,-3.57216271070234,2.05165153002928,0,0,0,1.18486808245889,-7.14026748094487,0,0,0,0,0,0,0,0,-45.6057855014623,-382.247001895169,123,73.8597958316521
"66",2017-04-02,-347.322756904022,-7.04510472145117,-7.67474152555764,-3.10998630903964,1.69669352145256,0,0,0,0.163174856531569,-2.16732097700576,0,0,0,0,0,0,0,0,-41.7803301305395,-407.240372189632,55,69.3799787160352
"67",2017-04-09,-480.632756698005,15.1225684509089,-7.85730795203878,-3.98529275425658,2.05356014155022,-3.88927818800634,0,0,4.94486421267833,0,0,0,0,0,0,0,0,0,-59.5378211450978,-533.781463932267,115,96.0095178535961
"68",2017-04-16,-369.961767932517,-7.50431506778015,-4.58068655501204,-2.83841710850946,1.37463888907696,0,0,0,0.224715806171702,0,0,0,0,0,0,0,0,0,-46.0845872240072,-429.370419192577,51,73.9022683503511
"69",2017-04-23,-457.678225454936,14.40032997435,-3.45078701745791,-3.2466177209493,1.47154656936658,-3.70353022048761,0,0,3.93913377427353,0,0,0,-7.57639372104119,0,0,0,0,0,-57.0620356590302,-512.906579475912,86,91.4242010051503
"70",2017-04-30,-617.986958473206,19.4442637357573,-1.89710660728001,-4.05048261150728,1.71204515895792,0,0,0,6.7012512365644,0,0,0,0,15.4690355400682,0,0,0,0,-74.4256578973018,-655.033609917947,124,123.446912629185
"71",2017-05-07,-639.452644004888,45.4279907550657,1.10843252093123,-11.6043147561234,3.55467753435934,-5.17444802904654,0,0,3.45491524605289,0,0,0,0,0,0,0,0,0,-80.2148864583527,-682.900277192002,105,127.734822867456
"72",2017-05-14,-423.426837682777,-8.58880206969106,2.98533374300712,-7.20805838759613,2.0724735933785,0,0,0,5.88271513813216,0,0,0,0,0,0,0,0,0,-51.6597554308037,-479.94293109635,84,84.5822636215778
"73",2017-05-21,-437.044693044418,-8.86502703680674,5.18290295065486,-6.96657932685596,1.87111214726347,0,0,0,7.95975319580079,0,0,0,0,0,0,0,0,0,-56.0179544770217,-493.880485591383,78,87.3025187628492
"74",2017-05-28,-432.852078611071,-8.77998392588911,7.15293980884238,-6.45011259857053,1.61170477562166,0,0,0,4.1900503322447,0,0,0,0,0,0,0,0,0,-54.1856320494838,-489.313112268306,78,86.4650167726454
"75",2017-06-04,-803.991606539966,57.1171667072954,18.4479116640119,-16.5109491509017,6.46257237256006,0,0,0,9.94277427209562,0,0,0,0,0,3.71698382172949,0,0,0,-97.1905922673157,-822.005739120491,173,160.602550339159
"76",2017-06-11,-571.035730579394,17.9669962216654,16.8830083873474,-11.0449585232572,4.16069802711081,-4.62081866157567,0,0,0.584497535106081,0,0,0,0,0,0,0,0,0,-67.5371517032786,-614.643459296276,141,114.068099616755
"77",2017-06-18,-487.776146789378,-9.8940652935872,17.4566413042907,-8.86762547416512,3.1903250482214,0,0,0,1.32387243792684,0,0,0,0,0,0,0,0,0,-54.0780071349443,-538.645005901636,72,97.4364564651561
"78",2017-06-25,-535.346835146752,-10.8589904949665,21.8901378053738,-9.13006002409793,3.11559541598484,0,0,0,8.95528017786002,0,0,0,0,0,0,0,0,0,-61.6590550760259,-583.033927342624,100,106.939010732436
"79",2017-07-02,-539.546195870552,-10.9441704478323,24.5827915624979,-8.61672142431742,2.77219647688202,0,0,0,9.93219361971671,0,0,0,0,0,0,0,0,0,-67.8024651577275,-589.622371241333,131,107.777860338017
"80",2017-07-09,-633.303341031228,19.9261764652293,31.9592588804626,-9.45537863906888,2.85296793823598,-5.12468789598525,-9.56147674499765,0,6.46182613338189,0,0,0,0,0,0,0,0,0,-76.5079153444978,-672.752570238468,130,126.506459620446
"81",2017-07-16,-557.025122261099,-11.2987134899802,30.0727359927245,-7.76295240621342,2.18688276324193,0,0,0,4.42840664389021,0,0,0,0,0,0,0,0,0,-64.9075328387707,-604.306295596207,104,111.269389519016
"82",2017-07-23,-596.145864951418,-12.0922397520973,33.0434164299477,-7.74409452223038,2.02902972142525,0,0,0,7.92291539078009,0,0,0,0,0,0,0,0,0,-64.2717146810784,-637.258552364671,126,119.084012204277
"83",2017-07-30,-553.218428330368,-11.2214984015605,30.4434852338176,-6.68972826728019,1.62497466254106,-4.47664112885333,0,0,6.18991718298028,0,0,0,0,0,0,0,0,0,-63.5877582697138,-600.935677318437,120,110.508977658167
"84",2017-08-06,-550.844826650677,-11.1733521972936,29.5478307701614,-6.19307694171825,1.39090440076401,0,0,0,4.00068809284662,0,0,0,0,0,0,0,0,0,-66.07177661119,-599.343609137107,94,110.034835291322
"85",2017-08-13,-697.848697640788,-14.1551829152567,35.5757137536838,-7.28645801891471,1.50970952804445,0,0,0,10.2386208399181,0,0,0,0,0,0,28.522987053457,0,0,-87.2000663110373,-730.643373710893,158,139.39981422729
"86",2017-08-20,-563.083253000191,-11.4215967869274,26.6866735063974,-5.45452128840037,1.04070185740062,0,0,0,10.0499493026891,0,0,0,0,0,0,0,0,0,-66.945879002147,-609.127925411179,148,112.479540519439
"87",2017-08-27,-505.307557217515,-10.2496729234526,21.0996923438781,-4.53685629060288,0.795924754193408,0,0,0,3.11447337679128,0,0,0,0,0,0,0,0,0,-61.9687670376544,-557.052762994362,95,100.938469673874
"88",2017-09-03,-464.910813559561,-9.43026422126226,16.3396149130131,-3.86547969808318,0.622798532601109,-3.76205629214242,0,0,2.28841033517922,0,0,0,0,0,0,0,0,0,-56.7498826025506,-519.467672592806,94,92.868957499754
"89",2017-09-10,-456.0036673599,-9.24959141333788,13.0132909185039,-3.50821698845694,0.5186128084123,0,0,0,1.48392606596703,0,0,0,0,0,0,0,0,0,-57.603945001924,-511.349590970736,81,91.0896971389828
"90",2017-09-17,-464.416679506867,-9.42024119202372,10.1742895107868,-3.30360681710181,0.447745701462352,0,0,0,4.57866761217598,0,0,0,0,0,0,0,0,0,-55.644973389323,-517.58479808089,95,92.7702510102501
"91",2017-09-24,-462.381144481813,-9.37895234143552,6.89521411525001,-3.03911568753342,0.377418892135623,0,0,0,7.35519207218145,0,0,0,0,0,0,0,0,0,-55.4093163391184,-515.580703770333,107,92.3636396555181
"92",2017-10-01,-801.230954987391,56.9210445168813,6.66847308878977,-14.5489896922985,7.75423501912678,-6.48355742167186,-12.0968115074359,0,11.3040012903655,0,0,0,0,0,0,0,0,23.8211012912497,-91.2468198064658,-819.13827820885,152,160.051092243907
"93",2017-10-08,-426.572801519523,-9.15308041210091,0.439565194865736,-7.68643109442489,4.062447240884,0,0,0,7.79629379355185,0,0,0,0,0,0,0,0,0,-53.8397713874951,-484.953778184242,77,90.139259710949
"94",2017-10-15,-417.584539163106,-8.96021699507038,-2.53372311266791,-7.04590881494507,3.65664732119617,0,0,0,6.121091130929,0,0,0,0,0,0,0,0,0,-48.6416225634614,-474.988272197126,94,88.2399465995431
"95",2017-10-22,-389.667240088984,-8.36118845315707,-4.79613585202353,-6.14649094331313,3.10335527275514,0,0,0,5.35474475625463,0,0,0,0,0,0,0,0,0,-50.2259785949817,-450.73893390345,67,82.3407315940234
"96",2017-10-29,-383.774118936921,-8.23473826319901,-7.08251775664898,-5.65043652528854,2.75197316908979,0,0,0,5.84553413528715,0,0,0,0,0,0,0,0,0,-49.001756878319,-445.146061056,80,81.0954539388571
"97",2017-11-05,-374.166198712794,-8.02857869069176,-8.66043082776328,-5.13482575823295,2.39391343791227,0,0,0,5.34611924483887,0,0,0,0,0,0,0,0,0,-47.9015418263038,-436.151543133035,64,79.0652006895181
"98",2017-11-12,-350.552111255315,-7.52188524800918,-8.90235448925506,-4.47813515630412,1.98488997401243,0,0,0,1.64172228870633,0,0,0,0,0,0,0,0,0,-45.9160055284262,-413.743879414591,71,74.0752989550793
"99",2017-11-19,-376.651502795435,-8.08190648851644,-10.0267609432162,-4.47342531083218,1.87385825279772,0,0,0,6.44816295965113,0,0,0,0,0,0,0,0,0,-47.5140253203984,-438.425599645949,71,79.5903712333688
"100",2017-11-26,-448.634602360988,15.4077298356383,-12.6761556432537,-4.94837383251347,1.94877269816645,-3.84032793984451,0,0,3.31379863173706,0,0,0,0,0,0,0,0,0,-57.2737376096547,-506.702896220713,159,94.8011471746039
"101",2017-12-03,-363.969960539443,-7.80979543125946,-10.8708663517873,-3.72439774690788,1.37283368862343,0,0,0,6.38142856031524,0,0,0,0,0,0,0,0,0,-48.9486801971283,-427.569438017587,95,76.9106297522517
"102",2017-12-10,-366.700980621428,-7.86839561938308,-11.4453059357423,-3.47784615935514,1.19531266603759,0,0,0,5.00943411529128,0,0,0,0,0,0,0,0,0,-45.3350055468323,-428.622787101412,71,77.4877226366759
"103",2017-12-17,-363.816952113501,-7.80651229079344,-11.9616912335164,-3.19528001364567,1.02067750330099,0,0,3.41070158086715,3.76027417881454,0,0,0,0,0,0,0,0,0,-48.7829720852283,-427.371754473702,68,76.8782974840085
"104",2017-12-24,-496.33162244418,17.0458174809945,-18.0708623327684,-4.03344394311034,1.19422265497697,-4.24861610555631,0,4.65299662225911,3.27229849278208,0,0,0,0,0,0,0,7.40048347537179,0,-60.6908109224677,-549.809537021698,145,104.88002249296
